"Label","Commit","Date","TestName","Outcome","Duration"
"test_manual","d230afff","2026-02-18T22:18:59","test_service_unavailable_returns_503_not_500","passed","3.388544199988246"
"test_manual","d230afff","2026-02-18T22:18:59","test_correct_http_error_codes","passed","0.5429441999876872"
"test_manual","d230afff","2026-02-18T22:18:59","test_concurrent_routing_reliability","passed","2.7251943000010215"
"test_manual","d230afff","2026-02-18T22:18:59","test_timeout_configuration_present","passed","0.0007393999840132892"
"test_manual","d230afff","2026-02-18T22:18:59","test_rate_limit_delay_enforced","passed","3.005852300033439"
"test_manual","d230afff","2026-02-18T22:18:59","test_rate_limit_429_handling","passed","0.005238299956545234"
"test_manual","d230afff","2026-02-18T22:18:59","test_rapid_request_service_stability","passed","14.342624699987937"
"test_manual","d230afff","2026-02-18T22:18:59","test_rate_limit_recovery","passed","1.004261999973096"
"test_manual","d230afff","2026-02-18T22:18:59","test_timeout_returns_empty_not_crash","passed","0.001589899999089539"
"test_manual","d230afff","2026-02-18T22:18:59","test_recommendation_service_timeout_handling","passed","0.9312922999961302"
"test_manual","d230afff","2026-02-18T22:18:59","test_gateway_timeout_isolation","passed","1.7260387999704108"
"test_manual","d230afff","2026-02-18T22:18:59","test_genre_detection_known_genres","passed","0.23058540001511574"
"test_manual","d230afff","2026-02-18T22:18:59","test_genre_detection_none_for_unknown","passed","0.00042500003473833203"
"test_manual","d230afff","2026-02-18T22:18:59","test_diversity_filter_max_per_artist","passed","0.0010316999978385866"
"test_manual","d230afff","2026-02-18T22:18:59","test_diversity_ratio_in_api_response","passed","1.4196725999936461"
"test_manual","d230afff","2026-02-18T22:18:59","test_empty_results_graceful_response","passed","0.18304919998627156"
"test_manual","d230afff","2026-02-18T22:18:59","test_fallback_strategies_activated","passed","0.7576018000254408"
"test_manual","d230afff","2026-02-18T22:18:59","test_profile_save_and_retrieve","passed","0.25161219999426976"
"test_manual","d230afff","2026-02-18T22:18:59","test_profile_update_overwrites_correctly","passed","0.09906740003498271"
"test_manual","d230afff","2026-02-18T22:18:59","test_profile_json_serialization","failed","0.03728409996256232"
"test_manual","d230afff","2026-02-18T22:18:59","test_listening_history_saved_with_verification","passed","0.1568388000014238"
"test_manual","d230afff","2026-02-18T22:18:59","test_history_without_existing_profile","failed","0.0006216000183485448"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_service_unavailable_returns_503_not_500","passed","11.428894100012258"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_correct_http_error_codes","passed","0.5756209000246599"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_concurrent_routing_reliability","passed","2.9129414000199176"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_timeout_configuration_present","failed","0.0011899999808520079"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_rate_limit_delay_enforced","passed","3.0029186999890953"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_rate_limit_429_handling","passed","0.0011391000007279217"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_rapid_request_service_stability","passed","8.125059999991208"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_rate_limit_recovery","passed","1.0138429999933578"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_timeout_returns_empty_not_crash","passed","0.0018760000239126384"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_recommendation_service_timeout_handling","passed","0.9578387999790721"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_gateway_timeout_isolation","passed","1.7267956999712624"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_genre_detection_known_genres","failed","0.11613360000774264"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_genre_detection_none_for_unknown","failed","0.0009403000003658235"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_diversity_filter_max_per_artist","failed","0.0002998000127263367"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_diversity_ratio_in_api_response","passed","1.2872761000180617"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_empty_results_graceful_response","passed","0.18382729997392744"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_fallback_strategies_activated","failed","0.0003866000333800912"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_profile_save_and_retrieve","passed","0.09106619999511167"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_profile_update_overwrites_correctly","passed","0.13763660000404343"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_profile_json_serialization","failed","0.051647900021634996"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_listening_history_saved_with_verification","passed","0.07525719999102876"
"Initial_Commit","f53abc74","2026-02-18T22:26:47","test_history_without_existing_profile","failed","0.0001398000167682767"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_profile_save_and_retrieve","passed","0.2500997000024654"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_profile_json_serialization","failed","0.18961370002944022"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_profile_update_overwrites_correctly","passed","0.13487130001885816"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_history_without_existing_profile","failed","0.0003686999552883208"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_listening_history_saved_with_verification","passed","0.07244030002038926"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_timeout_configuration_present","failed","0.0015904000028967857"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_service_unavailable_returns_503_not_500","passed","3.4103899000328965"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_concurrent_routing_reliability","passed","2.362215199973434"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_correct_http_error_codes","passed","0.5725443999981508"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_recommendation_service_timeout_handling","passed","1.2716707000508904"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_gateway_timeout_isolation","passed","0.7624147000024095"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_timeout_returns_empty_not_crash","passed","0.001193900010548532"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_rate_limit_delay_enforced","passed","3.004480200004764"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_rapid_request_service_stability","passed","15.300189599976875"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_rate_limit_429_handling","passed","0.0008275000145658851"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_rate_limit_recovery","passed","1.0020030999439768"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_empty_results_graceful_response","passed","0.22461470001144335"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_fallback_strategies_activated","failed","0.17862229997990653"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_diversity_ratio_in_api_response","passed","1.5209827000508085"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_diversity_filter_max_per_artist","failed","0.000417000032030046"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_genre_detection_known_genres","failed","0.00022170000011101365"
"Initial_Commit","f53abc74","2026-02-20T00:23:03","test_genre_detection_none_for_unknown","failed","0.00018640002235770226"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_service_unavailable_returns_503_not_500","passed","3.636220200001844"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_correct_http_error_codes","passed","0.5128747999988263"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_concurrent_routing_reliability","passed","2.491901000001235"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_timeout_configuration_present","passed","0.0006815000087954104"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_rate_limit_delay_enforced","passed","3.0037482000043383"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_rate_limit_429_handling","passed","0.0032909000001382083"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_rapid_request_service_stability","passed","10.770894299988868"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_rate_limit_recovery","passed","1.0051652999973157"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_timeout_returns_empty_not_crash","passed","0.0018475999968359247"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_recommendation_service_timeout_handling","passed","1.0506930999981705"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_gateway_timeout_isolation","passed","1.979893899988383"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_genre_detection_known_genres","passed","0.0712033000017982"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_genre_detection_none_for_unknown","passed","0.0002699000033317134"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_diversity_filter_max_per_artist","passed","0.0005311999993864447"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_diversity_ratio_in_api_response","passed","2.1428273000055924"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_empty_results_graceful_response","passed","0.21886789999553002"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_fallback_strategies_activated","passed","1.012951199998497"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_profile_save_and_retrieve","failed","0.058740500011481345"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_profile_update_overwrites_correctly","failed","0.0914453000004869"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_profile_json_serialization","failed","0.11543890000029933"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_listening_history_saved_with_verification","failed","0.055361000006087124"
"Commit002","6cf8aee5","2026-02-21T17:26:22","test_history_without_existing_profile","failed","0.00011239999730605632"
"current","2f6bf30b","2026-02-21T17:28:22","test_service_unavailable_returns_503_not_500","passed","3.566696400012006"
"current","2f6bf30b","2026-02-21T17:28:22","test_correct_http_error_codes","passed","0.5311726000072667"
"current","2f6bf30b","2026-02-21T17:28:22","test_concurrent_routing_reliability","passed","3.1161043000029167"
"current","2f6bf30b","2026-02-21T17:28:22","test_timeout_configuration_present","passed","0.06084750000445638"
"current","2f6bf30b","2026-02-21T17:28:22","test_rate_limit_delay_enforced","passed","3.006682200008072"
"current","2f6bf30b","2026-02-21T17:28:22","test_rate_limit_429_handling","passed","0.0034525000082794577"
"current","2f6bf30b","2026-02-21T17:28:22","test_rapid_request_service_stability","passed","11.598460599998361"
"current","2f6bf30b","2026-02-21T17:28:22","test_rate_limit_recovery","passed","1.002575299993623"
"current","2f6bf30b","2026-02-21T17:28:22","test_timeout_returns_empty_not_crash","passed","0.0008930000039981678"
"current","2f6bf30b","2026-02-21T17:28:22","test_recommendation_service_timeout_handling","passed","0.9526157000072999"
"current","2f6bf30b","2026-02-21T17:28:22","test_gateway_timeout_isolation","passed","1.748549700001604"
"current","2f6bf30b","2026-02-21T17:28:22","test_genre_detection_known_genres","passed","0.17388439999194816"
"current","2f6bf30b","2026-02-21T17:28:22","test_genre_detection_none_for_unknown","passed","0.00025260000256821513"
"current","2f6bf30b","2026-02-21T17:28:22","test_diversity_filter_max_per_artist","passed","0.00046440000005532056"
"current","2f6bf30b","2026-02-21T17:28:22","test_diversity_ratio_in_api_response","passed","1.5251579000032507"
"current","2f6bf30b","2026-02-21T17:28:22","test_empty_results_graceful_response","passed","0.17219460000342224"
"current","2f6bf30b","2026-02-21T17:28:22","test_fallback_strategies_activated","passed","0.3477312000031816"
"current","2f6bf30b","2026-02-21T17:28:22","test_profile_save_and_retrieve","passed","0.04774889998952858"
"current","2f6bf30b","2026-02-21T17:28:22","test_profile_update_overwrites_correctly","passed","0.10645200000726618"
"current","2f6bf30b","2026-02-21T17:28:22","test_profile_json_serialization","failed","0.03472390001115855"
"current","2f6bf30b","2026-02-21T17:28:22","test_listening_history_saved_with_verification","passed","0.08832909999182448"
"current","2f6bf30b","2026-02-21T17:28:22","test_history_without_existing_profile","failed","0.00016110000433400273"
